target,discovered,wrong letters,number of hits,lives remaining,game won
tubular,"['t', 'u', 'b', 'u', 'l', 'a', 'r']","['e', 'i', 'o', 's', 'n', 'c', 'y', 'm']",7,2,True
anatomies,"['a', 'n', 'a', 't', 'o', 'm', 'i', 'e', 's']","['r', 'l', 'd', 'c', 'g']",9,5,True
surliness,"['s', 'u', 'r', 'l', 'i', 'n', 'e', 's', 's']","['a', 'o', 't', 'd', 'g']",9,5,True
telegraphed,"['t', 'e', 'l', 'e', 'g', 'r', 'a', 'p', 'h', 'e', 'd']","['s', 'i', 'o', 'n', 'c']",11,5,True
roomful,"['r', 'o', 'o', '_', '_', 'u', 'l']","['e', 'i', 'a', 's', 't', 'n', 'd', 'c', 'g', 'b']",5,0,False
gulfs,"['_', 'u', 'l', 'f', 's']","['e', 'a', 'o', 'i', 'y', 't', 'c', 'r', 'p', 'n']",4,0,False
prerecording,"['p', 'r', 'e', 'r', 'e', 'c', 'o', 'r', 'd', 'i', 'n', 'g']","['s', 'a', 't', 'l', 'u']",12,5,True
homepages,"['h', 'o', 'm', 'e', 'p', 'a', '_', 'e', 's']","['i', 'r', 'l', 't', 'n', 'c', 'd', 'k', 'u', 'y']",8,0,False
shuffler,"['s', '_', 'u', 'f', 'f', 'l', 'e', 'r']","['i', 'a', 'o', 't', 'd', 'c', 'n', 'p', 'b', 'g']",7,0,False
transiting,"['t', 'r', 'a', 'n', 's', 'i', 't', 'i', 'n', 'g']","['e', 'o', 'l']",10,7,True
merchandized,"['m', 'e', 'r', 'c', 'h', 'a', 'n', 'd', 'i', 'z', 'e', 'd']","['s', 't', 'l', 'o', 'g', 'f', 'p', 'b', 'v']",12,1,True
rejoiced,"['r', 'e', '_', 'o', 'i', 'c', 'e', 'd']","['s', 'n', 'a', 'l', 't', 'p', 'm', 'b', 'v', 'f']",7,0,False
angiosperm,"['a', 'n', 'g', 'i', 'o', 's', 'p', 'e', 'r', 'm']","['t', 'l', 'c', 'd']",10,6,True
commissions,"['c', 'o', 'm', 'm', 'i', 's', 's', 'i', 'o', 'n', 's']","['e', 'a', 't', 'u', 'g', 'l', 'p']",11,3,True
labyrinths,"['l', 'a', 'b', 'y', 'r', 'i', 'n', 't', 'h', 's']","['e', 'o', 'g', 'c', 'u', 'm', 'd', 'p']",10,2,True
physiques,"['_', 'h', '_', 's', 'i', 'q', 'u', 'e', 's']","['a', 'n', 'r', 'l', 't', 'o', 'd', 'c', 'm', 'f']",7,0,False
undersea,"['u', 'n', 'd', 'e', 'r', 's', 'e', 'a']","['i', 'o', 't', 'l', 'c']",8,5,True
spiritually,"['s', 'p', 'i', 'r', 'i', 't', 'u', 'a', 'l', 'l', 'y']","['e', 'n', 'o', 'c', 'h', 'm', 'b', 'f']",11,2,True
bath,"['_', 'a', 't', 'h']","['e', 's', 'o', 'i', 'u', 'r', 'l', 'n', 'c', 'm']",3,0,False
keening,"['k', 'e', 'e', 'n', 'i', 'n', 'g']","['s', 'r', 'l', 't', 'd', 'a', 'o', 'p', 'u']",7,1,True
councillors,"['c', 'o', 'u', 'n', 'c', 'i', 'l', 'l', 'o', 'r', 's']","['e', 'a', 't', 'g']",11,6,True
patricides,"['p', 'a', 't', 'r', 'i', 'c', 'i', 'd', 'e', 's']","['n', 'o', 'l']",10,7,True
chronicled,"['c', '_', 'r', 'o', 'n', 'i', 'c', 'l', 'e', 'd']","['s', 'a', 't', 'g', 'u', 'p', 'f', 'm', 'v', 'k']",9,0,False
profit,"['p', 'r', 'o', '_', 'i', 't']","['e', 's', 'a', 'n', 'l', 'u', 'y', 'c', 'w', 'd']",5,0,False
balloonists,"['b', 'a', 'l', 'l', 'o', 'o', 'n', 'i', 's', 't', 's']","['e', 'r', 'c', 'g', 'u', 'p']",11,4,True
oversight,"['o', '_', 'e', 'r', 's', 'i', '_', 'h', 't']","['a', 'n', 'l', 'd', 'c', 'p', 'u', 'm', 'f', 'b']",7,0,False
hauteur,"['_', 'a', 'u', 't', 'e', 'u', 'r']","['s', 'i', 'o', 'd', 'l', 'n', 'c', 'p', 'b', 'm']",6,0,False
futzes,"['f', 'u', 't', '_', 'e', 's']","['i', 'a', 'o', 'r', 'd', 'l', 'h', 'n', 'p', 'm']",5,0,False
jived,"['_', 'i', '_', 'e', 'd']","['s', 'a', 'o', 'r', 'l', 'n', 't', 'y', 'c', 'u']",3,0,False
carrousels,"['c', 'a', 'r', 'r', 'o', 'u', 's', 'e', 'l', 's']","['i', 't', 'n', 'd', 'p']",10,5,True
overlaid,"['o', 'v', 'e', 'r', 'l', 'a', 'i', 'd']","['s', 'n', 't', 'c', 'b', 'p', 'm', 'g', 'f']",8,1,True
legislates,"['l', 'e', '_', 'i', 's', 'l', 'a', 't', 'e', 's']","['r', 'n', 'o', 'c', 'd', 'h', 'b', 'p', 'm', 'f']",9,0,False
infield,"['i', 'n', '_', 'i', 'e', 'l', 'd']","['s', 'r', 'a', 'g', 'o', 't', 'u', 'c', 'b', 'w']",6,0,False
correctives,"['c', 'o', 'r', 'r', 'e', 'c', 't', 'i', '_', 'e', 's']","['a', 'n', 'l', 'p', 'd', 'h', 'u', 'm', 'f', 'b']",10,0,False
destabilise,"['d', 'e', 's', 't', 'a', 'b', 'i', 'l', 'i', 's', 'e']","['r', 'n', 'o', 'c', 'h', 'm']",11,4,True
symbolism,"['s', 'y', 'm', 'b', 'o', 'l', 'i', 's', 'm']","['e', 'a', 'n', 't', 'r', 'c', 'p', 'u', 'h']",9,1,True
compass,"['c', 'o', '_', 'p', 'a', 's', 's']","['e', 'i', 'r', 'l', 'n', 't', 'u', 'd', 'h', 'b']",6,0,False
deplorably,"['d', 'e', 'p', 'l', 'o', 'r', 'a', 'b', 'l', 'y']","['s', 'i', 'n', 't', 'c']",10,5,True
lief,"['l', 'i', 'e', 'f']","['s', 'a', 'o', 'u', 't', 'd', 'r', 'n', 'p']",4,1,True
geneticists,"['_', 'e', 'n', 'e', 't', 'i', 'c', 'i', 's', 't', 's']","['a', 'o', 'r', 'l', 'd', 'h', 'm', 'f', 'u', 'v']",10,0,False
meshed,"['_', 'e', 's', '_', 'e', 'd']","['i', 'a', 'o', 'u', 'r', 'l', 't', 'n', 'p', 'c']",4,0,False
representational,"['r', 'e', 'p', 'r', 'e', 's', 'e', 'n', 't', 'a', 't', 'i', 'o', 'n', 'a', 'l']",['c'],16,9,True
possibles,"['p', 'o', 's', 's', 'i', '_', 'l', 'e', 's']","['a', 'n', 'r', 't', 'd', 'c', 'u', 'h', 'm', 'g']",8,0,False
rifleman,"['r', 'i', 'f', 'l', 'e', 'm', 'a', 'n']","['s', 't', 'd', 'g', 'o', 'c', 'b', 'u', 'p']",8,1,True
beseeching,"['_', 'e', 's', 'e', 'e', 'c', '_', 'i', 'n', 'g']","['a', 'o', 'r', 't', 'l', 'd', 'u', 'k', 'f', 'm']",8,0,False
external,"['e', '_', 't', 'e', 'r', 'n', 'a', 'l']","['s', 'i', 'o', 'd', 'u', 'c', 'p', 'b', 'g', 'y']",7,0,False
shellacs,"['s', '_', 'e', 'l', 'l', 'a', 'c', 's']","['i', 'r', 'o', 't', 'd', 'n', 'u', 'b', 'p', 'g']",7,0,False
treaties,"['t', 'r', 'e', 'a', 't', 'i', 'e', 's']",['n'],8,9,True
asterisking,"['a', 's', 't', 'e', 'r', 'i', 's', '_', 'i', 'n', 'g']","['o', 'l', 'd', 'c', 'm', 'p', 'u', 'h', 'v', 'b']",10,0,False
whaled,"['_', '_', 'a', 'l', 'e', 'd']","['s', 'r', 'n', 'o', 'i', 't', 'u', 'b', 'p', 'm']",4,0,False
preterites,"['p', 'r', 'e', 't', 'e', 'r', 'i', 't', 'e', 's']","['a', 'n', 'o', 'l', 'c', 'u']",10,4,True
windlass,"['_', 'i', 'n', 'd', 'l', 'a', 's', 's']","['e', 'o', 'g', 't', 'r', 'c', 'm', 'y', 'u', 'h']",7,0,False
glands,"['_', 'l', 'a', 'n', '_', 's']","['e', 'i', 'o', 'u', 'r', 'y', 'c', 'm', 'p', 't']",4,0,False
frailest,"['_', 'r', 'a', 'i', 'l', 'e', 's', 't']","['n', 'o', 'd', 'c', 'u', 'p', 'h', 'm', 'b', 'g']",7,0,False
easygoing,"['e', 'a', 's', '_', 'g', 'o', 'i', 'n', 'g']","['r', 't', 'l', 'd', 'c', 'm', 'p', 'h', 'u', 'b']",8,0,False
newsboy,"['n', 'e', '_', 's', '_', 'o', '_']","['i', 'a', 'r', 'l', 't', 'd', 'c', 'u', 'p', 'm']",4,0,False
blog,"['b', 'l', 'o', '_']","['e', 's', 'a', 'i', 'u', 'r', 'n', 't', 'p', 'd']",3,0,False
confrontational,"['c', 'o', 'n', 'f', 'r', 'o', 'n', 't', 'a', 't', 'i', 'o', 'n', 'a', 'l']","['e', 's', 'p', 'y', 'h']",15,5,True
toadstools,"['t', 'o', 'a', 'd', 's', 't', 'o', 'o', 'l', 's']","['e', 'i', 'r', 'n', 'h', 'u', 'c', 'f']",10,2,True
birthed,"['_', 'i', 'r', 't', 'h', 'e', 'd']","['s', 'n', 'a', 'o', 'l', 'u', 'c', 'p', 'f', 'm']",6,0,False
warehoused,"['w', 'a', 'r', 'e', 'h', 'o', 'u', 's', 'e', 'd']","['i', 't', 'l', 'n', 'c', 'p', 'b', 'm']",10,2,True
tithes,"['t', 'i', 't', 'h', 'e', 's']","['a', 'o', 'r', 'l', 'd', 'n']",6,4,True
cokes,"['c', 'o', 'k', 'e', 's']","['i', 'a', 'r', 'l', 'u', 't', 'd', 'n', 'p']",5,1,True
aphrodisiacs,"['a', 'p', 'h', 'r', 'o', 'd', 'i', 's', 'i', 'a', 'c', 's']","['e', 'n', 'l', 't']",12,6,True
geekier,"['_', 'e', 'e', '_', 'i', 'e', 'r']","['s', 'n', 'a', 'd', 'o', 't', 'l', 'u', 'p', 'c']",5,0,False
abdicating,"['a', '_', '_', 'i', 'c', 'a', 't', 'i', 'n', 'g']","['e', 'o', 's', 'l', 'r', 'u', 'k', 'y', 'p', 'h']",8,0,False
weighed,"['_', 'e', 'i', '_', '_', 'e', 'd']","['s', 'r', 'n', 'l', 't', 'c', 'o', 'a', 'm', 'z']",4,0,False
north,"['n', 'o', 'r', 't', 'h']","['e', 's', 'a', 'i', 'u', 'y']",5,4,True
convulsions,"['c', 'o', 'n', '_', 'u', 'l', 's', 'i', 'o', 'n', 's']","['e', 'a', 't', 'g', 'r', 'd', 'p', 'y', 'm', 'k']",10,0,False
misfired,"['m', 'i', 's', 'f', 'i', 'r', 'e', 'd']","['a', 'n', 'o', 't', 'l', 'u', 'p', 'c', 'v']",8,1,True
homemaker,"['h', 'o', 'm', 'e', 'm', 'a', 'k', 'e', 'r']","['s', 'i', 't', 'd', 'l', 'n', 'p', 'c']",9,2,True
crayons,"['c', 'r', 'a', '_', 'o', 'n', 's']","['e', 'i', 'u', 't', 'l', 'd', 'm', 'h', 'b', 'p']",6,0,False
insured,"['i', 'n', 's', 'u', 'r', 'e', 'd']","['a', 'o', 't', 'l']",7,6,True
ignition,"['i', 'g', 'n', 'i', 't', 'i', 'o', 'n']","['e', 'a', 's', 'l', 'r']",8,5,True
crumbles,"['c', 'r', 'u', 'm', 'b', 'l', 'e', 's']","['i', 'a', 'o', 't', 'd', 'n', 'p', 'f']",8,2,True
predating,"['p', 'r', 'e', 'd', 'a', 't', 'i', 'n', 'g']","['s', 'l', 'o', 'c', 'u']",9,5,True
primitives,"['p', 'r', 'i', 'm', 'i', 't', 'i', 'v', 'e', 's']","['a', 'n', 'o', 'l', 'c', 'u', 'd', 'h']",10,2,True
headset,"['h', 'e', 'a', 'd', 's', 'e', 't']","['i', 'r', 'l', 'o', 'n', 'c', 'u']",7,3,True
supporters,"['s', 'u', 'p', 'p', 'o', 'r', 't', 'e', 'r', 's']","['i', 'a', 'n', 'l']",10,6,True
litigating,"['l', 'i', 't', 'i', 'g', 'a', 't', 'i', 'n', 'g']","['e', 'o', 's']",10,7,True
nurturing,"['n', 'u', 'r', 't', 'u', 'r', 'i', 'n', 'g']","['e', 'a', 'o', 's', 'l']",9,5,True
equinoxes,"['e', '_', 'u', 'i', 'n', 'o', '_', 'e', 's']","['a', 'r', 't', 'l', 'd', 'g', 'c', 'm', 'h', 'f']",7,0,False
pointed,"['_', 'o', 'i', 'n', 't', 'e', 'd']","['s', 'r', 'l', 'g', 'a', 'c', 'u', 'm', 'h', 'w']",6,0,False
accuracy,"['a', 'c', 'c', '_', 'r', 'a', 'c', '_']","['e', 'i', 'o', 's', 'l', 'n', 'h', 'd', 't', 'k']",6,0,False
dale,"['d', 'a', 'l', 'e']","['s', 'o', 'i', 'r', 't', 'u']",4,4,True
gestured,"['g', 'e', 's', 't', 'u', 'r', 'e', 'd']","['i', 'a', 'o', 'l', 'n', 'c', 'p', 'm', 'f']",8,1,True
semblance,"['s', 'e', 'm', 'b', 'l', 'a', 'n', 'c', 'e']","['i', 'r', 'o', 't', 'd', 'u', 'p', 'h']",9,2,True
calibres,"['c', 'a', 'l', 'i', 'b', 'r', 'e', 's']","['n', 't', 'o', 'd', 'u', 'p']",8,4,True
blundered,"['b', 'l', 'u', 'n', 'd', 'e', 'r', 'e', 'd']","['s', 'i', 'a', 'o', 't', 'c']",9,4,True
symbioses,"['s', 'y', 'm', 'b', 'i', 'o', 's', 'e', 's']","['a', 'n', 'r', 'l', 't', 'd', 'c', 'u', 'h']",9,1,True
reenforce,"['r', 'e', 'e', 'n', '_', 'o', 'r', 'c', 'e']","['s', 'i', 'a', 't', 'd', 'l', 'h', 'u', 'm', 'v']",8,0,False
placeholder,"['p', 'l', 'a', 'c', 'e', 'h', 'o', 'l', 'd', 'e', 'r']","['s', 'i', 't', 'n']",11,6,True
nonjudgmental,"['n', 'o', 'n', 'j', 'u', 'd', 'g', 'm', 'e', 'n', 't', 'a', 'l']","['s', 'i', 'r', 'y', 'b', 'p']",13,4,True
fumigating,"['f', 'u', 'm', 'i', 'g', 'a', 't', 'i', 'n', 'g']","['e', 'o', 's', 'l', 'r', 'c', 'h']",10,3,True
cobwebs,"['c', 'o', '_', '_', 'e', '_', 's']","['i', 'a', 'r', 'l', 't', 'd', 'n', 'u', 'p', 'h']",4,0,False
stepparents,"['s', 't', 'e', 'p', 'p', 'a', 'r', 'e', 'n', 't', 's']","['i', 'o', 'l', 'd', 'c']",11,5,True
codices,"['c', 'o', 'd', 'i', 'c', 'e', 's']","['a', 'r', 'n', 'l', 't']",7,5,True
beef,"['_', 'e', 'e', '_']","['s', 'a', 'o', 'i', 'u', 'l', 'r', 't', 'd', 'k']",2,0,False
cassino,"['c', 'a', 's', 's', 'i', 'n', 'o']","['e', 'g', 't', 'l', 'r']",7,5,True
blearily,"['b', 'l', 'e', 'a', 'r', 'i', 'l', '_']","['s', 'n', 't', 'd', 'o', 'c', 'f', 'g', 'p', 'm']",7,0,False
unloads,"['u', 'n', 'l', 'o', 'a', 'd', 's']","['e', 'i', 'r', 't', 'c', 'm']",7,4,True
insider,"['i', 'n', 's', 'i', 'd', 'e', 'r']","['a', 'o', 't']",7,7,True
bowlers,"['b', 'o', 'w', 'l', 'e', 'r', 's']","['i', 'a', 'u', 't', 'd', 'n', 'p', 'c']",7,2,True
crisply,"['c', 'r', 'i', 's', 'p', 'l', 'y']","['e', 'a', 'o', 'n', 'u', 't', 'h', 'd', 'g']",7,1,True
powered,"['p', 'o', '_', 'e', 'r', 'e', 'd']","['s', 'i', 'a', 'u', 't', 'l', 'c', 'n', 'b', 'f']",6,0,False
vibrations,"['v', 'i', 'b', 'r', 'a', 't', 'i', 'o', 'n', 's']","['e', 'l', 'c', 'g', 'u', 'm', 'p', 'd', 'h']",10,1,True
supplicated,"['s', 'u', 'p', 'p', 'l', 'i', 'c', 'a', 't', 'e', 'd']","['r', 'n', 'o', 'h', 'b', 'm']",11,4,True
dowager,"['d', 'o', 'w', 'a', 'g', 'e', 'r']","['s', 'i', 'l', 't', 'n', 'c', 'b', 'p', 'm']",7,1,True
hypochondriac,"['h', 'y', 'p', 'o', 'c', 'h', 'o', 'n', 'd', 'r', 'i', 'a', 'c']","['e', 't', 's', 'l', 'm']",13,5,True
drizzly,"['d', 'r', 'i', 'z', 'z', 'l', 'y']","['e', 'a', 'o', 'n', 's', 'u', 't', 'g', 'c']",7,1,True
touchingly,"['t', 'o', 'u', 'c', 'h', 'i', 'n', 'g', 'l', 'y']","['e', 'a', 's', 'r', 'm']",10,5,True
duelling,"['d', 'u', 'e', 'l', 'l', 'i', 'n', 'g']","['s', 'r', 'a', 'o', 't']",8,5,True
flimflammed,"['f', 'l', 'i', 'm', 'f', 'l', 'a', 'm', 'm', 'e', 'd']","['s', 'n', 'r', 't', 'c', 'g', 'o']",11,3,True
honeymoon,"['h', 'o', 'n', 'e', 'y', 'm', 'o', 'o', 'n']","['s', 'i', 'r', 'a', 'l', 'd', 't', 'c', 'w']",9,1,True
bestow,"['_', 'e', 's', 't', 'o', '_']","['i', 'a', 'r', 'd', 'l', 'u', 'n', 'c', 'p', 'h']",4,0,False
forklifts,"['f', 'o', 'r', '_', 'l', 'i', 'f', 't', 's']","['e', 'a', 'n', 'u', 'h', 'c', 'p', 'm', 'd', 'b']",8,0,False
infringement,"['i', 'n', 'f', 'r', 'i', 'n', 'g', 'e', 'm', 'e', 'n', 't']","['s', 'a', 'o', 'l', 'd', 'c', 'p', 'w']",12,2,True
trailer,"['t', 'r', 'a', 'i', 'l', 'e', 'r']","['s', 'n', 'd']",7,7,True
uneventful,"['u', 'n', 'e', 'v', 'e', 'n', 't', 'f', 'u', 'l']","['s', 'i', 'a', 'o', 'r', 'd', 'c']",10,3,True
ticklish,"['t', 'i', 'c', 'k', 'l', 'i', 's', 'h']","['e', 'n', 'a', 'o', 'u', 'y']",8,4,True
reeled,"['r', 'e', 'e', 'l', 'e', 'd']","['s', 'a', 'i', 'o', 'u', 't']",6,4,True
wriggler,"['_', 'r', 'i', '_', '_', 'l', 'e', 'r']","['s', 'n', 'a', 'o', 'd', 't', 'u', 'c', 'b', 'f']",5,0,False
puddled,"['_', 'u', 'd', 'd', 'l', 'e', 'd']","['s', 'i', 'a', 'o', 'r', 'n', 'c', 't', 'b', 'f']",6,0,False
darts,"['_', 'a', 'r', 't', 's']","['e', 'o', 'i', 'u', 'l', 'y', 'c', 'n', 'p', 'm']",4,0,False
dingiest,"['d', 'i', 'n', 'g', 'i', 'e', 's', 't']","['a', 'r', 'o', 'l']",8,6,True
cloths,"['c', 'l', 'o', 't', 'h', 's']","['e', 'a', 'i', 'u', 'r', 'y', 'n']",6,3,True
augurs,"['a', 'u', '_', 'u', 'r', 's']","['e', 'i', 'o', 'l', 't', 'n', 'm', 'c', 'y', 'h']",5,0,False
pie,"['p', 'i', 'e']","['s', 'a', 'o', 'u', 't', 'r', 'n', 'l']",3,2,True
pricing,"['p', 'r', 'i', '_', 'i', 'n', 'g']","['e', 'a', 'o', 's', 'u', 'l', 't', 'd', 'm', 'k']",6,0,False
culminations,"['c', 'u', 'l', 'm', 'i', 'n', 'a', 't', 'i', 'o', 'n', 's']","['e', 'r', 'g']",12,7,True
dump,"['_', 'u', '_', '_']","['e', 's', 'o', 'a', 'i', 'l', 'r', 't', 'f', 'n']",1,0,False
sapsucker,"['s', 'a', 'p', 's', 'u', 'c', 'k', 'e', 'r']","['i', 'o', 't', 'l', 'd', 'n', 'b', 'h']",9,2,True
consignment,"['c', 'o', 'n', 's', 'i', 'g', 'n', 'm', 'e', 'n', 't']","['a', 'r', 'l', 'd', 'u', 'h', 'p', 'v']",11,2,True
decants,"['d', 'e', 'c', 'a', 'n', 't', 's']","['i', 'r', 'l', 'o']",7,6,True
frizzier,"['_', 'r', 'i', '_', '_', 'i', 'e', 'r']","['s', 'n', 'a', 'o', 'd', 'l', 't', 'c', 'p', 'b']",5,0,False
holier,"['_', 'o', 'l', 'i', 'e', 'r']","['s', 'a', 'd', 'n', 't', 'u', 'c', 'p', 'g', 'b']",5,0,False
regionally,"['r', 'e', 'g', 'i', 'o', 'n', 'a', 'l', 'l', 'y']","['s', 't', 'd', 'c', 'b', 'm', 'p', 'u']",10,2,True
cinematographer,"['c', 'i', 'n', 'e', 'm', 'a', 't', 'o', 'g', 'r', 'a', 'p', 'h', 'e', 'r']","['s', 'l', 'd']",15,7,True
funkier,"['f', 'u', 'n', '_', 'i', 'e', 'r']","['s', 'a', 'o', 'd', 'g', 't', 'l', 'p', 'c', 'm']",6,0,False
lariat,"['l', 'a', 'r', 'i', 'a', 't']","['e', 's', 'n', 'o', 'y']",6,5,True
mutation,"['m', 'u', 't', 'a', 't', 'i', 'o', 'n']","['e', 's', 'g', 'l', 'r', 'c', 'd']",8,3,True
infestation,"['i', 'n', '_', 'e', 's', 't', 'a', 't', 'i', 'o', 'n']","['r', 'l', 'c', 'g', 'd', 'm', 'u', 'h', 'v', 'p']",10,0,False
graphs,"['_', 'r', 'a', 'p', 'h', 's']","['e', 'i', 'o', 'u', 'l', 't', 'y', 'n', 'm', 'c']",5,0,False
laterally,"['l', 'a', 't', 'e', 'r', 'a', 'l', 'l', 'y']","['s', 'i', 'o', 'd', 'n', 'c', 'p', 'b', 'f']",9,1,True
connective,"['c', 'o', 'n', 'n', 'e', 'c', 't', 'i', 'v', 'e']","['s', 'a', 'r', 'l', 'd', 'g', 'm', 'p', 'f']",10,1,True
masterpiece,"['m', 'a', 's', 't', 'e', 'r', 'p', 'i', 'e', 'c', 'e']","['n', 'l', 'o', 'd', 'h', 'u']",11,4,True
triplicated,"['t', 'r', 'i', 'p', 'l', 'i', 'c', 'a', 't', 'e', 'd']","['s', 'n', 'o']",11,7,True
melodramatic,"['m', 'e', 'l', 'o', 'd', 'r', 'a', 'm', 'a', 't', 'i', 'c']","['s', 'n', 'p']",12,7,True
interpersonal,"['i', 'n', 't', 'e', 'r', 'p', 'e', 'r', 's', 'o', 'n', 'a', 'l']","['c', 'g', 'u']",13,7,True
dusky,"['_', 'u', 's', '_', 'y']","['e', 'a', 'o', 'i', 'l', 't', 'r', 'm', 'n', 'c']",3,0,False
diviners,"['d', 'i', '_', 'i', 'n', 'e', 'r', 's']","['a', 'o', 't', 'l', 'g', 'u', 'c', 'p', 'f', 'm']",7,0,False
collies,"['c', 'o', 'l', 'l', 'i', 'e', 's']","['a', 'r', 'n', 'd', 't', 'u']",7,4,True
roughage,"['r', 'o', '_', '_', '_', 'a', '_', 'e']","['s', 'i', 'd', 'l', 't', 'n', 'c', 'm', 'b', 'w']",4,0,False
cardigans,"['c', 'a', 'r', 'd', 'i', 'g', 'a', 'n', 's']","['e', 'o', 'l', 't', 'u', 'h']",9,4,True
miniskirts,"['m', 'i', 'n', 'i', 's', 'k', 'i', 'r', 't', 's']","['e', 'a', 'o', 'g', 'l', 'c']",10,4,True
lummox,"['l', 'u', 'm', 'm', 'o', '_']","['e', 's', 'i', 'a', 'r', 'y', 't', 'n', 'p', 'b']",5,0,False
admissible,"['a', 'd', 'm', 'i', 's', 's', 'i', 'b', 'l', 'e']","['r', 'n', 't', 'o', 'c', 'h']",10,4,True
glutinous,"['g', 'l', 'u', 't', 'i', 'n', 'o', 'u', 's']","['e', 'a']",9,8,True
waxiest,"['_', 'a', '_', 'i', 'e', 's', 't']","['r', 'n', 'l', 'd', 'o', 'c', 'u', 'h', 'g', 'p']",5,0,False
chicory,"['c', 'h', 'i', 'c', 'o', 'r', 'y']","['e', 'a', 'n', 's', 'l', 't', 'm', 'd']",7,2,True
fluidity,"['f', 'l', 'u', 'i', 'd', 'i', 't', 'y']","['e', 'n', 'a', 'o', 's', 'r', 'm', 'c', 'g']",8,1,True
positional,"['p', 'o', 's', 'i', 't', 'i', 'o', 'n', 'a', 'l']","['e', 'r', 'c', 'g', 'u', 'm', 'd']",10,3,True
investors,"['i', 'n', 'v', 'e', 's', 't', 'o', 'r', 's']","['a', 'l', 'd', 'c', 'g', 'p', 'u', 'm', 'h']",9,1,True
exult,"['e', '_', 'u', 'l', 't']","['s', 'a', 'o', 'i', 'r', 'y', 'd', 'c', 'p', 'n']",4,0,False
ditties,"['d', 'i', 't', 't', 'i', 'e', 's']","['a', 'r', 'n', 'l', 'o']",7,5,True
hobbyist,"['h', 'o', '_', '_', 'y', 'i', 's', 't']","['e', 'n', 'a', 'l', 'r', 'c', 'u', 'f', 'p', 'd']",6,0,False
downfalls,"['d', 'o', 'w', 'n', 'f', 'a', 'l', 'l', 's']","['e', 'i', 'r', 't', 'c', 'u', 'p', 'b', 'g']",9,1,True
patriotically,"['p', 'a', 't', 'r', 'i', 'o', 't', 'i', 'c', 'a', 'l', 'l', 'y']","['e', 'n', 's']",13,7,True
indistinguishable,"['i', 'n', 'd', 'i', 's', 't', 'i', 'n', 'g', 'u', 'i', 's', 'h', 'a', 'b', 'l', 'e']","['r', 'o', 'c']",17,7,True
splintered,"['s', 'p', 'l', 'i', 'n', 't', 'e', 'r', 'e', 'd']","['a', 'o', 'u', 'g', 'c']",10,5,True
coolants,"['c', 'o', 'o', 'l', 'a', 'n', 't', 's']","['e', 'i', 'r', 'u']",8,6,True
muddled,"['_', 'u', 'd', 'd', 'l', 'e', 'd']","['s', 'i', 'a', 'o', 'r', 'n', 'c', 't', 'b', 'f']",6,0,False
conscripting,"['c', 'o', 'n', 's', 'c', 'r', 'i', 'p', 't', 'i', 'n', 'g']","['e', 'a', 'u', 'l']",12,6,True
agrees,"['a', '_', 'r', 'e', 'e', 's']","['i', 'o', 'd', 't', 'l', 'u', 'c', 'n', 'p', 'h']",5,0,False
debating,"['d', 'e', '_', 'a', 't', 'i', 'n', 'g']","['s', 'r', 'l', 'o', 'c', 'u', 'm', 'h', 'v', 'f']",7,0,False
iterated,"['i', 't', 'e', 'r', 'a', 't', 'e', 'd']","['s', 'n', 'l']",8,7,True
kickers,"['_', 'i', '_', '_', 'e', 'r', 's']","['a', 'o', 'n', 't', 'd', 'l', 'u', 'p', 'h', 'm']",4,0,False
iterating,"['i', 't', 'e', 'r', 'a', 't', 'i', 'n', 'g']","['s', 'l', 'o']",9,7,True
predetermine,"['p', 'r', 'e', 'd', 'e', 't', 'e', 'r', 'm', 'i', 'n', 'e']","['s', 'a', 'o', 'l', 'u', 'c', 'g']",12,3,True
aneurysm,"['a', 'n', 'e', 'u', 'r', '_', 's', 'm']","['i', 'o', 't', 'l', 'd', 'c', 'p', 'b', 'g', 'h']",7,0,False
roosted,"['r', 'o', 'o', 's', 't', 'e', 'd']","['i', 'a', 'u']",7,7,True
falsifies,"['_', 'a', 'l', 's', 'i', '_', 'i', 'e', 's']","['r', 'n', 't', 'o', 'd', 'c', 'u', 'h', 'm', 'y']",7,0,False
sorcerer,"['s', 'o', 'r', 'c', 'e', 'r', 'e', 'r']","['i', 'a', 't', 'd', 'l', 'n']",8,4,True
profound,"['p', 'r', 'o', 'f', 'o', 'u', 'n', 'd']","['e', 'i', 'a', 's', 'l', 'w', 't', 'c']",8,2,True
